url_id,url,url_length,has_ip_address,has_at_symbol,num_subdomains,num_hyphens,num_digits,uses_https,suspicious_https_token,is_shortened_url,domain_age_days,has_suspicious_keyword,ssl_certificate_valid,redirect_count,external_favicon,anchor_mismatch_ratio,label
URL-000213,http://confirm-secure708.tk/,82,0,0,1,5,5,0,1,1,40,1,1,4,0,0.43,phishing
URL-000594,https://shinhanbank.com/,40,0,0,1,0,1,1,0,0,3061,0,1,0,0,0.08,legitimate
URL-000333,https://shinhanbank.com/,37,0,0,1,0,1,1,0,0,1751,0,1,0,0,0.11,legitimate
URL-000025,http://login-page787.ml/,50,1,0,1,1,3,0,0,0,93,0,0,2,0,0.91,phishing
URL-000781,http://kbstar.com/,24,0,0,0,0,0,0,0,0,2429,0,1,1,0,0.06,legitimate
URL-000352,https://kbstar.com/,41,0,0,0,0,1,1,0,0,2300,0,1,1,0,0.11,legitimate
URL-000357,https://shinhanbank.com/,30,0,0,1,0,0,1,0,0,3201,1,1,1,0,0.07,legitimate
URL-000052,https://update-page235.xyz/,54,1,0,1,2,6,1,0,0,28,1,0,2,1,0.74,phishing
URL-000332,https://wooribank.com/,46,0,0,1,0,2,1,0,0,2124,0,1,1,0,0.11,legitimate
URL-000734,https://kbstar.com/,23,0,0,0,0,1,1,0,0,1768,1,1,1,0,0.07,legitimate
URL-000630,https://nonghyup.com/,43,0,0,1,0,3,1,0,0,2644,0,1,0,0,0.04,legitimate
URL-000502,https://kbstar.com/,29,0,0,1,0,2,1,0,0,2309,0,1,0,0,0.05,legitimate
URL-000335,https://shinhanbank.com/,33,0,0,0,1,0,1,0,0,2850,0,1,1,0,0.08,legitimate
URL-000286,http://login-secure256.ml/,92,0,0,3,1,2,0,1,0,35,1,0,2,1,0.72,phishing
URL-000019,https://account-secure804.click/,109,0,0,4,5,7,1,1,1,4,1,1,0,1,0.68,phishing
URL-000585,https://wooribank.com/,51,0,0,1,1,3,1,0,0,1418,0,1,0,0,0.01,legitimate
URL-000749,https://hanabank.com/,38,0,0,1,1,3,1,0,0,2205,0,1,1,0,0.07,legitimate
URL-000084,http://bank-page75.xyz/,52,0,0,1,2,6,0,0,0,33,1,0,0,0,0.74,phishing
URL-000062,http://login-page473.xyz/,75,1,0,2,1,5,0,0,1,180,0,0,2,1,0.64,phishing
URL-000463,http://hanabank.com/,48,0,0,1,0,2,0,0,0,2160,0,1,0,0,0.15,legitimate
URL-000292,http://verify-page194.gq/,80,0,0,3,1,6,0,0,0,97,1,1,3,1,0.4,phishing
URL-000448,https://nonghyup.com/,28,0,0,1,0,3,1,0,0,2219,0,1,1,0,0.02,legitimate
URL-000183,http://bank-secure396.click/,89,0,0,4,5,4,0,1,1,17,1,0,1,1,0.62,phishing
URL-000550,https://nonghyup.com/,33,0,1,0,1,2,1,0,0,2733,0,1,1,0,0.06,legitimate
URL-000501,https://shinhanbank.com/,45,0,0,1,0,3,1,0,0,2850,0,1,0,0,0.1,legitimate
URL-000224,https://login-page481.tk/,39,0,0,2,5,6,1,0,1,61,1,1,0,0,0.35,phishing
URL-000425,https://shinhanbank.com/,22,0,0,0,1,0,1,0,0,2004,0,1,0,0,0.13,legitimate
URL-000468,https://kbstar.com/,31,0,0,0,1,2,1,0,0,1584,0,1,0,0,0.02,legitimate
URL-000320,http://confirm-page577.ml/,52,0,0,2,4,5,0,0,0,6,1,0,3,0,0.37,phishing
URL-000329,https://wooribank.com/,25,0,0,0,1,1,1,0,1,1703,0,1,0,0,0.1,legitimate
URL-000444,https://hanabank.com/,16,0,0,0,1,2,1,0,0,1585,0,1,1,0,0.06,legitimate
URL-000494,https://hanabank.com/,32,0,0,1,1,3,1,1,0,1784,0,1,0,0,0.15,legitimate
URL-000177,http://account-page802.xyz/,82,0,0,2,1,9,0,0,1,35,0,0,0,1,0.7,phishing
URL-000677,https://hanabank.com/,19,0,0,1,1,3,1,0,0,2546,0,1,0,0,0.09,legitimate
URL-000364,https://shinhanbank.com/,27,0,0,0,1,1,1,0,0,3385,0,1,1,0,0.12,legitimate
URL-000164,http://verify-secure986.tk/,75,0,0,2,5,10,0,1,0,153,1,1,2,1,0.8,phishing
URL-000249,https://confirm-page215.gq/,72,0,0,2,2,5,1,0,0,9,1,0,0,0,0.66,phishing
URL-000519,https://nonghyup.com/,42,0,0,0,0,2,1,0,0,1809,0,1,0,0,0.06,legitimate
URL-000711,https://shinhanbank.com/,22,0,0,1,1,2,1,0,1,3275,0,1,0,0,0.07,legitimate
URL-000075,https://secure-page629.tk/,55,0,0,2,4,10,1,0,0,53,0,0,1,0,0.8,phishing
URL-000644,https://kbstar.com/,37,0,0,0,0,0,1,0,0,3344,0,1,0,0,0.15,legitimate
URL-000406,https://nonghyup.com/,31,0,0,1,0,2,1,0,0,3716,0,1,0,0,0.03,legitimate
URL-000105,http://verify-secure753.ml/,74,0,0,3,2,7,0,1,1,4,1,0,0,0,0.76,phishing
URL-000115,http://bank-page605.click/,59,1,0,2,4,3,0,0,0,4,1,0,1,1,0.7,phishing
URL-000301,http://verify-secure224.xyz/,59,0,1,2,3,2,0,1,0,8,0,1,0,1,0.51,phishing
URL-000093,http://bank-page78.xyz/,51,0,0,3,2,3,0,0,0,24,1,0,0,1,0.82,phishing
URL-000412,https://shinhanbank.com/,37,0,0,1,1,3,1,0,0,1723,0,1,1,0,0.07,legitimate
URL-000090,https://verify-page600.xyz/,62,0,0,3,3,2,1,0,0,17,1,0,2,0,0.9,phishing
URL-000529,https://wooribank.com/,32,0,0,0,1,0,1,0,0,2105,1,1,1,1,0.14,legitimate
URL-000735,https://hanabank.com/,40,0,0,1,1,0,1,0,0,2274,0,1,1,1,0.15,legitimate
URL-000744,https://nonghyup.com/,39,0,0,0,1,2,1,0,0,3217,0,1,1,0,0.02,legitimate
URL-000576,https://nonghyup.com/,34,0,0,1,1,1,1,0,0,1575,0,1,1,0,0.06,legitimate
URL-000498,https://hanabank.com/,31,0,0,1,0,1,1,0,0,1359,0,1,0,0,0.03,legitimate
URL-000495,http://hanabank.com/,34,0,0,0,1,2,0,0,0,3709,0,1,1,0,0.0,legitimate
URL-000012,http://confirm-page935.xyz/,94,0,0,4,2,2,0,0,0,16,1,0,3,1,0.47,phishing
URL-000434,https://nonghyup.com/,21,0,0,1,1,0,1,0,0,1613,0,1,1,0,0.07,legitimate
URL-000044,http://login-page865.gq/,63,1,0,2,3,10,0,0,1,79,1,1,4,0,0.8,phishing
URL-000043,http://confirm-page249.xyz/,79,0,0,1,2,10,0,0,1,1,0,0,3,0,0.6,phishing
URL-000168,http://bank-page575.xyz/,44,0,0,3,1,11,0,0,0,45,0,1,0,1,0.61,phishing
URL-000704,https://wooribank.com/,39,0,0,0,1,1,1,0,0,2785,0,1,0,0,0.08,legitimate
URL-000614,https://kbstar.com/,34,0,1,1,1,2,1,0,0,2371,0,1,0,0,0.01,legitimate
URL-000413,http://hanabank.com/,33,0,0,1,0,3,0,0,0,2293,0,1,0,0,0.12,legitimate
URL-000179,http://verify-page787.gq/,57,0,1,2,3,11,0,0,0,5,0,1,4,1,0.7,phishing
URL-000531,https://nonghyup.com/,12,0,0,1,1,0,1,0,0,1370,0,1,1,0,0.1,legitimate
URL-000540,https://wooribank.com/,40,0,0,1,1,2,1,0,0,2206,0,1,1,0,0.0,legitimate
URL-000178,https://confirm-page133.gq/,70,0,1,4,4,3,1,0,0,5,1,0,4,0,0.72,phishing
URL-000666,https://kbstar.com/,26,0,0,0,0,1,1,0,0,1754,1,1,0,0,0.09,legitimate
URL-000767,https://wooribank.com/,26,0,0,0,0,1,1,0,0,3269,0,1,1,0,0.07,legitimate
URL-000258,https://verify-page173.xyz/,75,0,0,3,3,4,1,0,0,58,1,0,2,1,0.9,phishing
URL-000766,https://wooribank.com/,41,0,0,1,0,3,1,0,0,2812,0,1,0,0,0.13,legitimate
URL-000544,https://wooribank.com/,50,0,0,1,1,3,1,0,0,1756,1,1,1,0,0.04,legitimate
URL-000016,http://bank-page424.click/,84,0,0,1,1,6,0,0,0,62,1,0,0,1,0.39,phishing
URL-000004,http://secure-secure572.gq/,61,0,0,2,5,4,0,1,1,0,0,0,2,0,0.6,phishing
URL-000336,https://hanabank.com/,33,0,0,1,1,0,1,0,0,2400,0,1,1,0,0.08,legitimate
URL-000257,http://login-page120.tk/,62,0,0,3,3,11,0,0,0,3,1,1,0,0,0.63,phishing
URL-000581,https://nonghyup.com/,34,0,0,1,0,0,1,0,0,1732,0,1,1,0,0.14,legitimate
URL-000446,https://hanabank.com/,30,0,0,1,1,1,1,0,0,2309,0,1,0,0,0.02,legitimate
URL-000339,https://kbstar.com/,35,0,0,0,1,2,1,0,0,2786,0,1,0,0,0.12,legitimate
URL-000479,https://hanabank.com/,28,0,0,0,1,1,1,0,0,2359,0,1,0,0,0.03,legitimate
URL-000418,https://kbstar.com/,15,0,0,1,1,3,1,0,0,2190,0,1,1,0,0.05,legitimate
URL-000639,https://nonghyup.com/,31,0,0,1,0,3,1,0,0,2547,0,1,1,0,0.08,legitimate
URL-000715,https://wooribank.com/,32,0,0,0,1,0,1,0,0,2026,0,0,1,0,0.05,legitimate
URL-000325,https://hanabank.com/,31,0,0,1,0,1,1,0,0,2107,0,1,1,0,0.05,legitimate
URL-000458,https://nonghyup.com/,26,0,0,0,1,0,1,0,0,3117,0,1,0,0,0.0,legitimate
URL-000010,https://secure-page478.top/,56,0,0,1,4,7,1,0,0,62,1,0,3,0,0.67,phishing
URL-000250,http://account-page39.gq/,69,1,1,3,4,11,0,0,0,4,0,1,1,1,0.48,phishing
URL-000023,http://account-page507.click/,101,0,0,4,2,6,0,0,0,53,1,0,2,0,0.43,phishing
URL-000222,http://secure-page172.tk/,91,0,0,2,1,3,0,0,1,107,1,0,1,1,0.36,phishing
URL-000548,https://wooribank.com/,42,0,0,0,0,1,1,0,0,2330,0,1,0,0,0.04,legitimate
URL-000691,https://hanabank.com/,26,0,0,0,0,2,1,0,0,1861,0,1,0,0,0.04,legitimate
URL-000785,https://hanabank.com/,22,0,0,1,1,1,1,0,0,2624,0,1,0,0,0.14,legitimate
URL-000627,https://kbstar.com/,32,0,0,0,1,3,1,0,0,1128,0,1,1,0,0.12,legitimate
URL-000341,https://hanabank.com/,34,0,0,0,0,1,1,0,0,2082,0,1,1,0,0.09,legitimate
URL-000672,https://hanabank.com/,24,0,0,1,0,2,1,0,0,1971,0,1,0,0,0.02,legitimate
URL-000204,http://verify-secure473.xyz/,73,1,0,1,1,9,0,1,0,21,1,0,4,0,0.42,phishing
URL-000238,http://login-secure622.xyz/,62,0,0,1,2,11,0,1,0,72,0,1,1,0,0.82,phishing
URL-000094,http://confirm-page221.tk/,86,0,1,2,5,7,0,0,1,44,1,0,0,1,0.64,phishing
URL-000532,https://shinhanbank.com/,33,0,0,0,0,1,1,0,0,2733,0,1,1,0,0.01,legitimate
URL-000363,https://kbstar.com/,35,0,0,1,1,0,1,0,0,2208,0,1,1,0,0.08,legitimate
URL-000545,https://wooribank.com/,26,0,0,0,0,0,1,0,0,2093,0,1,1,0,0.07,legitimate
URL-000285,https://verify-page495.ml/,46,0,0,3,2,2,1,0,0,10,1,0,2,1,0.57,phishing
URL-000185,https://confirm-page187.top/,105,1,0,3,2,9,1,0,0,4,0,0,3,0,0.94,phishing
URL-000650,http://hanabank.com/,44,0,0,0,1,2,0,0,0,2611,0,1,0,0,0.1,legitimate
URL-000397,https://kbstar.com/,40,0,0,0,1,1,1,0,0,3499,0,1,1,0,0.01,legitimate
URL-000154,https://bank-page69.top/,87,0,0,1,3,8,1,0,0,124,1,0,4,1,0.49,phishing
URL-000076,http://login-page839.tk/,104,0,0,2,2,4,0,0,1,138,0,1,1,1,0.82,phishing
URL-000454,https://hanabank.com/,44,0,0,1,0,2,1,0,0,3878,0,1,0,0,0.09,legitimate
URL-000696,https://shinhanbank.com/,41,0,0,1,0,2,1,0,0,2711,0,1,1,0,0.13,legitimate
URL-000278,http://login-page719.xyz/,89,0,0,2,1,10,0,0,1,34,1,0,3,1,0.54,phishing
URL-000069,https://secure-page799.top/,102,0,0,1,4,8,1,0,0,63,1,0,3,1,0.34,phishing
URL-000515,https://shinhanbank.com/,44,0,0,0,1,3,1,0,0,1072,0,1,0,0,0.1,legitimate
URL-000189,http://bank-page117.click/,85,1,0,3,1,4,0,0,1,14,1,1,3,1,0.77,phishing
URL-000272,http://login-secure697.top/,66,0,0,4,4,11,0,1,0,62,0,1,0,1,0.38,phishing
URL-000237,http://secure-page642.gq/,73,0,0,4,1,2,0,0,0,83,0,0,0,0,0.75,phishing
URL-000089,http://account-page356.xyz/,100,0,0,3,3,6,0,0,0,25,1,0,2,0,0.6,phishing
URL-000763,https://hanabank.com/,42,0,0,0,0,0,1,0,0,2314,0,1,0,0,0.11,legitimate
URL-000118,http://verify-page343.ml/,72,0,0,2,2,2,0,0,0,208,1,0,2,1,0.8,phishing
URL-000126,http://account-secure188.top/,80,0,0,3,4,8,0,1,0,20,0,0,2,0,0.59,phishing
URL-000661,https://wooribank.com/,25,0,0,0,1,1,1,0,0,2913,0,1,1,0,0.01,legitimate
URL-000290,http://secure-secure161.xyz/,58,0,0,1,2,3,0,1,0,9,0,0,2,1,0.52,phishing
URL-000239,http://secure-page346.xyz/,64,0,0,4,3,7,0,0,0,70,0,0,2,0,0.67,phishing
URL-000001,http://bank-page549.top/,81,0,0,1,4,4,0,0,0,3,1,0,0,0,0.72,phishing
URL-000792,https://kbstar.com/,49,0,0,1,0,2,1,0,0,2271,0,1,1,0,0.05,legitimate
URL-000603,https://shinhanbank.com/,31,0,0,1,1,1,1,0,0,2872,0,1,1,0,0.06,legitimate
URL-000795,https://nonghyup.com/,34,0,0,1,0,2,1,0,0,1817,0,1,1,0,0.04,legitimate
URL-000466,https://wooribank.com/,28,0,0,0,1,2,1,0,0,1979,1,1,1,0,0.04,legitimate
URL-000279,http://account-page216.top/,59,0,0,2,3,8,0,0,0,78,0,0,4,0,0.41,phishing
URL-000625,https://kbstar.com/,15,0,0,0,0,2,1,0,0,755,0,1,1,0,0.13,legitimate
URL-000117,http://confirm-page397.tk/,98,0,0,4,5,9,0,0,0,7,0,0,1,0,0.9,phishing
URL-000229,http://update-page340.xyz/,81,0,0,1,5,11,0,0,1,81,1,1,2,1,0.54,phishing
URL-000757,https://kbstar.com/,34,0,0,1,1,3,1,0,0,1595,0,1,0,0,0.12,legitimate
URL-000421,https://hanabank.com/,35,0,0,1,0,1,1,0,0,1910,0,1,1,0,0.13,legitimate
URL-000435,https://kbstar.com/,41,0,0,1,1,1,1,0,0,2324,0,1,0,0,0.04,legitimate
URL-000275,http://verify-page75.click/,87,0,0,1,1,8,0,0,1,46,1,0,0,1,0.65,phishing
URL-000319,https://login-page355.top/,76,0,0,3,2,9,1,0,0,13,1,1,3,1,0.61,phishing
URL-000552,https://shinhanbank.com/,43,0,0,0,1,1,1,0,0,2186,0,1,1,0,0.05,legitimate
URL-000145,http://update-secure530.top/,52,1,0,3,1,11,0,1,0,28,1,0,1,0,0.95,phishing
URL-000649,https://shinhanbank.com/,22,0,0,0,0,2,1,0,0,3887,0,1,0,0,0.13,legitimate
URL-000736,https://hanabank.com/,18,0,0,1,1,0,1,0,0,1255,0,1,0,0,0.05,legitimate
URL-000727,https://nonghyup.com/,42,0,0,0,0,2,1,0,0,2571,0,1,1,0,0.05,legitimate
URL-000586,https://wooribank.com/,40,0,0,0,1,2,1,0,0,1873,0,1,0,0,0.01,legitimate
URL-000370,https://kbstar.com/,23,0,0,1,1,0,1,0,0,879,0,1,0,0,0.05,legitimate
URL-000269,http://account-page774.top/,66,0,0,3,3,8,0,0,0,10,1,0,4,1,0.65,phishing
URL-000568,http://hanabank.com/,25,0,0,1,0,2,0,0,0,3314,1,1,1,0,0.05,legitimate
URL-000308,http://update-page864.click/,71,0,1,4,5,6,0,0,1,40,0,0,4,0,0.46,phishing
URL-000311,https://account-secure840.ml/,103,0,0,4,2,8,1,1,0,114,0,0,3,0,0.77,phishing
URL-000452,https://nonghyup.com/,14,0,0,0,1,1,1,0,0,2979,0,1,1,0,0.03,legitimate
URL-000047,http://login-page308.click/,68,1,0,1,5,10,0,0,0,26,1,0,3,1,0.43,phishing
URL-000350,https://kbstar.com/,25,0,0,0,1,1,1,0,0,2759,0,1,1,0,0.14,legitimate
URL-000372,https://nonghyup.com/,45,0,0,1,1,2,1,0,0,930,0,1,0,0,0.01,legitimate
URL-000524,https://shinhanbank.com/,45,0,0,1,1,2,1,0,0,3670,0,1,1,0,0.07,legitimate
URL-000262,http://login-page286.top/,83,1,0,1,4,8,0,0,0,23,1,1,3,1,0.58,phishing
URL-000196,http://secure-page759.top/,84,0,0,4,4,4,0,0,1,94,1,0,1,0,0.51,phishing
URL-000800,https://kbstar.com/,31,0,0,0,0,0,1,0,0,1992,0,1,0,0,0.11,legitimate
URL-000673,https://shinhanbank.com/,28,0,0,0,0,2,1,0,0,1797,0,1,0,0,0.03,legitimate
URL-000108,http://secure-page498.tk/,60,0,0,4,1,10,0,0,0,150,0,0,3,1,0.61,phishing
URL-000060,http://secure-page32.tk/,75,0,0,4,4,9,0,0,1,97,0,0,2,1,0.78,phishing
URL-000600,https://nonghyup.com/,36,0,0,0,0,1,1,0,0,2379,0,1,1,0,0.02,legitimate
URL-000440,https://hanabank.com/,54,0,0,0,1,0,1,0,0,2592,0,1,0,0,0.06,legitimate
URL-000101,http://verify-page769.gq/,102,1,0,2,3,8,0,0,0,22,1,0,4,0,0.58,phishing
URL-000478,https://wooribank.com/,34,0,0,1,1,3,1,0,0,2513,0,1,0,0,0.03,legitimate
URL-000719,https://kbstar.com/,32,0,0,1,1,1,1,0,0,1123,0,1,0,0,0.01,legitimate
URL-000584,https://nonghyup.com/,44,0,0,1,0,0,1,0,0,2363,0,1,1,0,0.13,legitimate
URL-000738,https://nonghyup.com/,42,0,0,0,0,1,1,0,0,3421,0,1,0,0,0.12,legitimate
URL-000180,http://update-page235.ml/,41,0,0,3,3,6,0,0,0,26,0,0,4,0,0.92,phishing
URL-000305,http://login-page282.top/,77,1,1,4,2,10,0,0,0,40,0,1,4,1,0.5,phishing
URL-000430,https://hanabank.com/,13,0,0,0,1,0,1,0,0,3490,0,1,1,0,0.05,legitimate
URL-000508,https://wooribank.com/,26,0,0,1,0,2,1,0,0,2233,0,1,1,0,0.01,legitimate
URL-000771,https://wooribank.com/,42,0,0,1,1,2,1,0,0,1547,0,1,0,0,0.04,legitimate
URL-000150,http://verify-page150.gq/,58,1,0,3,1,3,0,0,0,16,1,0,0,0,0.84,phishing
URL-000125,https://secure-page91.click/,62,1,0,1,3,6,1,0,0,28,0,0,0,0,0.61,phishing
URL-000635,https://kbstar.com/,28,0,0,1,1,3,1,0,0,3141,1,1,0,0,0.07,legitimate
URL-000698,https://shinhanbank.com/,35,0,0,1,0,0,1,0,0,1828,0,1,0,0,0.1,legitimate
URL-000186,http://secure-page645.ml/,99,1,0,1,5,10,0,0,0,30,0,0,2,1,0.41,phishing
URL-000542,https://wooribank.com/,36,0,0,0,0,0,1,0,0,2708,0,1,1,0,0.06,legitimate
URL-000051,https://login-page296.tk/,55,0,0,4,2,2,1,0,1,75,1,0,0,1,0.57,phishing
URL-000488,https://wooribank.com/,41,0,0,1,0,0,1,0,0,1232,0,1,1,0,0.1,legitimate
URL-000790,https://nonghyup.com/,29,0,0,1,0,2,1,0,0,2488,0,1,1,0,0.04,legitimate
URL-000486,https://kbstar.com/,21,0,0,0,1,3,1,0,0,2934,0,1,1,0,0.12,legitimate
URL-000322,https://hanabank.com/,32,0,0,0,0,0,1,0,0,1481,1,1,0,0,0.05,legitimate
URL-000354,https://hanabank.com/,39,0,0,0,1,3,1,0,0,1748,0,1,0,0,0.01,legitimate
URL-000740,https://nonghyup.com/,31,0,0,0,0,1,1,0,0,2435,0,1,1,0,0.08,legitimate
URL-000143,http://login-page408.xyz/,75,0,0,4,3,9,0,0,0,20,1,0,4,1,0.5,phishing
URL-000371,https://shinhanbank.com/,38,0,0,0,1,0,1,0,0,2907,0,1,0,0,0.11,legitimate
URL-000142,http://login-page929.click/,52,0,0,1,1,6,0,0,1,4,0,0,3,1,0.58,phishing
URL-000400,https://nonghyup.com/,38,0,0,0,1,3,1,0,0,3551,0,1,0,0,0.11,legitimate
URL-000264,https://update-page734.click/,41,0,0,2,4,8,1,0,0,35,1,0,0,0,0.63,phishing
URL-000321,https://nonghyup.com/,28,0,0,0,0,0,1,0,0,1194,0,1,0,0,0.05,legitimate
URL-000020,https://confirm-secure110.tk/,82,0,0,2,4,10,1,1,1,5,1,0,1,1,0.64,phishing
URL-000173,http://verify-page914.tk/,64,1,0,3,5,2,0,0,0,13,1,1,2,0,0.39,phishing
URL-000654,http://shinhanbank.com/,22,0,0,0,0,3,0,0,0,1931,1,1,1,0,0.15,legitimate
URL-000313,http://bank-page522.ml/,47,0,0,3,5,4,0,0,1,53,1,0,1,1,0.78,phishing
URL-000391,https://nonghyup.com/,31,0,0,1,0,1,1,0,0,1773,0,1,1,0,0.13,legitimate
URL-000746,https://shinhanbank.com/,45,0,0,1,0,2,1,0,0,2118,0,1,0,0,0.06,legitimate
URL-000013,http://login-page738.ml/,83,1,0,4,5,3,0,0,0,45,1,0,4,0,0.54,phishing
URL-000408,https://shinhanbank.com/,46,0,0,1,1,1,1,0,0,2333,0,1,1,0,0.15,legitimate
URL-000409,https://nonghyup.com/,19,0,0,0,0,2,1,0,0,2213,0,1,1,0,0.11,legitimate
URL-000306,http://verify-page340.click/,75,0,1,2,5,6,0,0,0,1,0,0,3,0,0.64,phishing
URL-000355,https://hanabank.com/,35,0,0,0,0,1,1,0,0,878,0,0,1,0,0.03,legitimate
URL-000026,http://login-page935.xyz/,104,0,0,1,5,9,0,0,0,117,1,0,2,1,0.4,phishing
URL-000598,https://nonghyup.com/,40,0,0,1,1,3,1,0,0,2620,0,1,1,0,0.08,legitimate
URL-000170,http://verify-page374.ml/,64,1,0,4,1,4,0,0,0,36,1,0,4,0,0.64,phishing
URL-000039,http://bank-page617.gq/,66,1,0,1,2,3,0,0,1,26,0,0,2,0,0.74,phishing
URL-000176,http://login-page748.tk/,59,0,0,2,1,8,0,0,0,0,1,0,4,0,0.74,phishing
URL-000246,https://account-page724.gq/,76,1,0,2,5,6,1,0,0,15,0,1,0,0,0.56,phishing
URL-000299,http://login-page497.click/,75,1,0,1,2,7,0,0,0,7,0,1,3,1,0.73,phishing
URL-000669,https://nonghyup.com/,47,0,0,1,1,0,1,0,0,1900,0,1,0,0,0.08,legitimate
URL-000417,https://hanabank.com/,21,0,0,1,0,0,1,0,0,1769,0,1,0,0,0.01,legitimate
URL-000549,https://hanabank.com/,28,0,0,0,1,2,1,0,0,2643,0,1,1,0,0.14,legitimate
URL-000273,http://login-secure655.ml/,65,0,1,2,3,8,0,1,0,21,1,1,0,1,0.43,phishing
URL-000612,https://shinhanbank.com/,23,0,0,0,1,0,1,0,0,2343,0,1,1,0,0.1,legitimate
URL-000155,http://secure-page131.xyz/,55,1,0,1,1,8,0,0,0,124,0,0,1,0,0.93,phishing
URL-000127,http://account-secure314.top/,95,1,1,3,3,5,0,1,0,9,0,1,3,0,0.51,phishing
URL-000450,https://shinhanbank.com/,50,0,0,0,0,2,1,0,0,2774,0,1,1,0,0.03,legitimate
URL-000572,https://wooribank.com/,33,0,0,1,1,3,1,0,0,1749,0,0,0,0,0.03,legitimate
URL-000342,https://kbstar.com/,29,0,0,1,0,3,1,0,0,1147,0,0,1,0,0.13,legitimate
URL-000431,https://shinhanbank.com/,41,0,0,0,1,0,1,0,0,2763,1,1,0,0,0.1,legitimate
URL-000288,http://confirm-secure286.gq/,74,0,0,3,3,11,0,1,1,2,1,1,2,0,0.84,phishing
URL-000114,http://account-page404.top/,102,0,0,1,2,11,0,0,0,15,1,0,2,1,0.85,phishing
URL-000500,https://kbstar.com/,41,0,0,1,0,1,1,0,0,1866,0,1,0,0,0.0,legitimate
URL-000174,http://secure-page26.click/,59,1,0,3,5,5,0,0,1,9,0,0,2,0,0.75,phishing
URL-000360,https://kbstar.com/,32,0,0,0,1,2,1,0,0,2160,0,1,0,0,0.08,legitimate
URL-000483,https://kbstar.com/,21,0,0,0,0,3,1,0,0,2001,0,1,0,0,0.08,legitimate
URL-000058,http://update-page524.click/,75,0,0,4,3,5,0,0,0,53,0,0,4,1,0.82,phishing
URL-000553,https://shinhanbank.com/,28,0,0,1,1,2,1,0,0,2463,0,1,0,0,0.05,legitimate
URL-000223,http://confirm-page308.click/,73,0,0,1,2,9,0,0,0,79,1,0,1,1,0.82,phishing
URL-000281,http://bank-page441.click/,62,0,0,2,4,3,0,0,0,103,1,1,1,1,0.8,phishing
URL-000018,http://update-page154.tk/,64,0,0,3,1,8,0,0,1,46,0,0,4,1,0.69,phishing
URL-000128,http://login-page989.xyz/,76,1,0,2,5,7,0,0,0,26,1,0,3,0,0.95,phishing
URL-000323,https://nonghyup.com/,38,0,0,1,1,0,1,0,0,1917,0,1,0,0,0.08,legitimate
URL-000256,http://login-page758.ml/,87,0,0,4,3,6,0,0,0,70,0,0,4,1,0.76,phishing
URL-000539,https://wooribank.com/,33,0,0,1,1,0,1,0,0,3063,0,1,1,0,0.14,legitimate
URL-000471,https://shinhanbank.com/,45,0,0,1,1,1,1,0,0,1967,0,1,0,0,0.15,legitimate
URL-000599,https://shinhanbank.com/,30,0,0,1,1,0,1,0,0,2262,0,1,0,0,0.14,legitimate
URL-000469,https://kbstar.com/,15,0,0,1,1,3,1,0,0,2806,0,1,0,0,0.02,legitimate
URL-000769,https://hanabank.com/,29,0,0,0,1,1,1,0,0,2291,0,1,1,0,0.11,legitimate
URL-000191,https://login-page101.gq/,83,0,0,2,4,4,1,0,0,18,1,0,4,1,0.38,phishing
URL-000116,http://account-page509.tk/,80,0,0,1,5,6,0,0,0,6,0,0,2,1,0.63,phishing
URL-000517,https://hanabank.com/,67,0,0,1,0,0,1,0,0,3487,0,1,0,0,0.04,legitimate
URL-000710,https://nonghyup.com/,52,0,0,1,0,0,1,0,0,2484,0,1,1,0,0.12,legitimate
URL-000536,https://wooribank.com/,20,1,0,0,1,3,1,0,0,2211,0,1,0,0,0.02,legitimate
URL-000095,http://secure-page370.tk/,72,1,0,1,1,7,0,0,0,6,0,0,4,0,0.58,phishing
URL-000181,https://secure-page618.xyz/,97,0,0,3,3,5,1,0,1,24,0,0,1,1,0.58,phishing
URL-000302,http://secure-page758.top/,24,0,0,2,3,3,0,0,1,153,1,0,0,1,0.42,phishing
URL-000617,https://kbstar.com/,42,0,0,0,0,1,1,0,0,2438,0,1,0,0,0.12,legitimate
URL-000582,https://kbstar.com/,38,0,0,1,0,1,1,0,0,2279,0,1,1,0,0.05,legitimate
URL-000591,https://shinhanbank.com/,21,0,0,0,1,3,1,0,0,3201,0,1,0,0,0.03,legitimate
URL-000732,https://shinhanbank.com/,41,0,0,1,0,2,1,0,0,2341,0,1,0,0,0.06,legitimate
URL-000559,https://shinhanbank.com/,43,0,0,0,0,1,1,0,0,263,0,1,1,0,0.09,legitimate
URL-000709,https://wooribank.com/,17,0,0,1,1,1,1,0,0,4128,0,1,0,1,0.12,legitimate
URL-000543,https://hanabank.com/,33,0,0,0,0,3,1,0,0,2067,0,1,1,0,0.15,legitimate
URL-000006,http://bank-page724.xyz/,52,1,0,4,5,4,0,0,0,59,1,0,1,1,0.36,phishing
URL-000786,http://hanabank.com/,24,0,0,1,1,0,0,0,0,2146,0,1,1,0,0.08,legitimate
URL-000046,http://account-page303.gq/,107,0,0,4,4,7,0,0,0,47,1,0,2,0,0.95,phishing
URL-000726,https://wooribank.com/,37,0,0,1,1,2,1,0,0,3670,0,1,0,0,0.05,legitimate
